,X,person,speech,syllables,wordsyl,wc
1521,1521,Donald Trump,"I think that -- I look at what's going on, I look at all of the polls, I do very, very well against Hillary Clinton.",31,24,1.291666667
2183,2183,Hillary Clinton,"And so, now that, I think, you know, we have resolved your data, we have agreed on an independent inquiry, we should move on.",31,24,1.291666667
2943,2943,Hillary Clinton,"Iâ€™m prepared to do that work, but I believe, just as I did with imposing the sanctions, you have to get action for action.",31,24,1.291666667
9234,9234,Ben Carson,"But you have to continue to face them, because our goal is not to contain them, but to destroy them before they destroy us.",31,24,1.291666667
12529,12529,John Kasich,"And I will tell you this, within the first one hundred days that I am president, I will put that proposal to the Congress.",31,24,1.291666667
12978,12978,John Kasich,"It sounds more and more what my daughter said that I said in the beginning, all the fighting and arguing is not advancing us.",31,24,1.291666667
13481,13481,John Kasich,"But because of how we respect human rights, because that we are a good force in the world, he wants America to be strong.",31,24,1.291666667
14137,14137,Martin O'Malley,"This is the new sort of challenge, the new sort of threat that does, in fact, require new thinking, fresh approaches and new leadership.",31,24,1.291666667
14395,14395,Martin O'Malley,"People were talking at â€” and saying, â€œitâ€™ll take us just a couple years to rebuild democracy,â€ù and I thought, â€œhas this world gone mad?",31,24,1.291666667
6686,6686,Ted Cruz,"And if you want to know who's telling the truth, you should look and ask people like Jeff Sessions and Steve King and Rush Limbaugh and Mark Levin, all of whom say, as Jeff Sessions said, responding to these false attacks just recently in Alabama -- he said, if it wasn't for Ted Cruz, the Gang of Eight Rubio/Schumer bill would have passed.",80,62,1.290322581
1597,1597,Hillary Clinton,"Yes, of course, raise the minimum wage, but we have to do so much more, including finding ways so that companies share profits with the workers who helped to make them.",40,31,1.290322581
2979,2979,Hillary Clinton,And I am going do everything I can to build on the reforms that Senator Sanders and others in Congress have passed to try to fix whatâ€™s wrong with the V.,40,31,1.290322581
5138,5138,Bernie Sanders,"In terms of taking on my taking on my good friend, Donald Trump, beating him by nineteen points in New Hampshire, thirteen points in the last national poll that we saw.",40,31,1.290322581
6113,6113,Bernie Sanders,"But I think, you know, as far back as I can remember -- and, Anderson, I can't tell you why, but injustice is something that I have always fought throughout my life.",40,31,1.290322581
7795,7795,Marco Rubio,"Today, we are on pace to have the smallest Army since the end of World War II, the smallest Navy in one hundred years, the smallest Air Force in our history.",40,31,1.290322581
7944,7944,Marco Rubio,"We will -- when I am president of the United States, on my first day in office, we are canceling the deal with Iran, and nations will have to make a choice.",40,31,1.290322581
8126,8126,Marco Rubio,"In fact, the only budget you have ever voted for, Ted, in your entire time in the Senate is a budget from Rand Paul that brags about how it cuts defense.",40,31,1.290322581
11627,11627,Jeb Bush,"And I think the focus ought to be on making sure that we leave this nomination process, as wild and woolly as it's going to be -- this is not being bad.",40,31,1.290322581
13022,13022,John Kasich,"By the way, I think I actually flew on this plane with Ronald Reagan when I was a congressman, and his goals, and mine, really much â€” are pretty much the same.",40,31,1.290322581
12555,12555,John Kasich,"When you go from $eight billion in the hole to $two billion in the black, when you cut taxes by $five billion and you grow over four hundred thousand jobs, that is a record that I can take to Washington, using the same formula that I used in Washington when I was part of the effort to balance the budget to give us a surplus and to create jobs.",89,69,1.289855072
9138,9138,Ben Carson,"And what I have concluded is that the best policy is to get rid of all government subsidies, and get the government out of our lives, and let people rise and fall based on how good they are.",49,38,1.289473684
12302,12302,Jeb Bush,"And if we do that, we can create a force that will take out ISIS both in Iraq and in Syria, which will take a lot longer time now because of what President Obamaâ€™s done by pulling back.",49,38,1.289473684
12826,12826,John Kasich,"And I was going to tell you, whether I'm president or not, we better make it clear to the Saudis that we're going to support you, we're in relation with you just like we were in the first Gulf War, but you've got to knock off the funding and teaching of radical clerics who are the very people who try to destroy us and will turn around and destroy them.",90,70,1.285714286
1876,1876,Hillary Clinton,"My mission as president will be to raise incomes for hard- working middle-class families and to make sure that we get back to the basic bargain I was raised with: If you work hard and you do your part, you should be able to get ahead and stay ahead.",63,49,1.285714286
13409,13409,John Kasich,"And, finally, the working poor, instead of them having come into the emergency rooms where it costs more, where theyâ€™re sicker and we end up paying, we brought a program in here to make sure that people could get on their feet.",54,42,1.285714286
2465,2465,Hillary Clinton,"And we need to change the way we do law enforcement, and of course, we need more programs and facilities, so when somebody is ready to get help, there's a place for them to go.",45,35,1.285714286
2722,2722,Hillary Clinton,"I issued a statement about what we needed to do and then I went on a TV show and I said, it was outrageous that the governor hadn't acted and within two hours he had.",45,35,1.285714286
3230,3230,Hillary Clinton,"Now our choices were, oh, my gosh, just fulminate about it, or turn our backs and just figure out that somebody else is going to do something, or try to get up a new strategy.",45,35,1.285714286
5770,5770,Bernie Sanders,"Didnâ€™t have any money, couldnâ€™t speak English, he died pretty young, and I think it would have been beyond his wildest dreams to see his son up here on this stage today running for president.",45,35,1.285714286
8501,8501,Marco Rubio,"My four children have been able to receive a good Christian education, and I've been able to save for them to go to college so they never have to have the loans that I did.",45,35,1.285714286
12910,12910,John Kasich,"Well, first of all, Wolf, I said last February that we needed to have people on the ground, troops on the ground in a coalition similar to what we had in the first Gulf War.",45,35,1.285714286
14078,14078,Martin O'Malley,"And I have a dear friend, played music with him for years, remember when his -- when he came home with his baby girl, and now she's no longer with us, because of addiction and overdose.",45,35,1.285714286
377,377,Donald Trump,"And frankly I will have â€” and I told him, I will have the finest team that anybody has put together and we will solve a lot of problems.",36,28,1.285714286
5568,5568,Bernie Sanders,"And it gives me no pleasure to tell you that much of what I feared would happen the day after Saddam Hussein was overthrown, in fact, did happen.",36,28,1.285714286
5807,5807,Bernie Sanders,"What this campaign is about, and what I believe, is creating a government that works for all of us, not just a handful of people on the top.",36,28,1.285714286
10609,10609,Chris Christie,"m proud to have rebuild my state after Hurricane Sandy, and I m incredibly proud to be on this stage tonight with these men asking for your vote.",36,28,1.285714286
11634,11634,Jeb Bush,And I also want to recognize the people in that church that showed the grace of God and the grace of forgiveness and the mercy that they showed.,36,28,1.285714286
23,23,Donald Trump,"Iâ€™ve been very nice to you, although I could probably maybe not be, based on the way you have treated me.",27,21,1.285714286
665,665,Donald Trump,But we have no choice if we're going to run our country properly and if we're going to be a country.,27,21,1.285714286
1489,1489,Donald Trump,"We have things that we have never seen before -- as a group, we have never seen before, what's happening right now.",27,21,1.285714286
2694,2694,Hillary Clinton,"When Putin came back in the fall of two thousand eleven, it was very clear he came back with a mission.",27,21,1.285714286
4003,4003,Hillary Clinton,I really believe that we have a chance to build on the progress we've made and to get results for people.,27,21,1.285714286
4533,4533,Bernie Sanders,"When you talk about the long-term consequences of war, letâ€™s talk about the men and women who came home from war.",27,21,1.285714286
